longitude,latitude,Location,Cult,Image
-151.0583316,60.48777928,"Soldotna, AK",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-86.80248818,33.52066208,"Birmingham, AL",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-84.9877053,32.46097758,"Columbus, GA",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-86.11521418,30.72102434,"DeFuniak Springs, FL",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-86.00663503,34.01426789,"Gadsden, AL",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-86.58609982,34.73036918,"Huntsville, AL",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-88.04305372,30.6943605,"Mobile, AL",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-90.70427566,35.84229737,"Jonesboro, AR",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-92.28959278,34.74648579,"Little Rock, AR",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-94.03768333,33.44179226,"Texarkana, AR",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-112.0740341,33.44837966,"Northwest Phoenix, AZ",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-112.0740346,33.44838105,"Phoenix East, AZ",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-77.99534347,44.0184322,Telephone: 480-380-2311,United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-110.0298326,34.25421283,"Show Low, AZ",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-110.2772824,31.54550087,"Sierra Vista, AZ",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-110.9264753,32.22174527,"Tucson, AZ",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-114.6276894,32.69265125,"Yuma, AZ",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-119.0187124,35.37329309,"Bakersfield, CA",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-124.1636694,40.80207466,"Eureka, CA",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-117.9414435,33.77390826,"Garden Grove, CA",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-118.243681,34.05223446,"Los Angeles, CA",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-122.2711135,37.80436654,"Oakland, CA",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-117.1825335,34.0555699,"Redlands, CA",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-121.4943978,38.58157471,"Sacramento, CA",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-117.1572502,32.71532983,"San Diego, CA",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-121.8949534,37.33938777,"San Jose, CA",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-122.714429,38.44046913,Santa Rosa,United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-121.2907795,37.95770271,"Stockton, CA",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-104.8213631,38.83388457,"Colorado Springs, CO",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-104.9847146,39.73757178,"Denver, CO",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-106.0975179,39.57443281,"Frisco, CO",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-105.0749753,40.39776136,"Loveland, CO",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-71.80229276,42.26259457,"Worcester, MA",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-71.38243448,42.40721286,"Delmarva, MA",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-86.11521442,30.7210234,"DeFuniak Springs, FL",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-80.14337713,26.12231228,"Ft. Lauderdale, FL",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-81.87230409,26.64062944,"Ft. Myers, FL",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-81.65564711,30.33218382,"Jacksonville, FL",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-82.14008843,29.18719986,"Ocala, FL",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-81.37923391,28.53833908,"Orlando, FL",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-82.6399952,27.7730595,"St. Petersburg, FL",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-84.28072984,30.43825896,"Tallahassee, FL",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-82.45717384,27.95057587,"Tampa, FL",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-80.39727162,27.63864755,"Vero Beach, FL",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-84.38797852,33.74899578,"Atlanta, GA",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-84.00434803,34.12065748,"Buford, GA",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-85.30967804,35.04563349,"Chattanooga, TN",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-84.98770796,32.46098091,"Columbus, GA",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-83.63239818,32.84069714,"Macon, GA",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-85.16466787,34.25703964,"Rome, GA",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-81.09983147,32.08354355,"Savannah, GA",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-157.8583293,21.30694572,"Honolulu, HI",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-91.66562293,41.97788061,"Cedar Rapids, IA",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-93.60910487,41.60054745,"Des Moines, IA",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-95.99798545,41.2523679,"Omaha, NE",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-92.54938408,47.50562802,Southern Minnesota,United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-116.2146028,43.61871036,"Boise, ID",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-112.0339604,43.49165168,"Idaho Falls, ID",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
-117.0011883,46.40040928,"Lewiston, ID",United Church of God,http://silenced.co/wp-content/uploads/2011/05/ucg.jpg
