X	Y	Location	Cult	Image
-119.293465	46.23941	"Richland, WA"	Church of God Fellowship	http://silenced.co/wp-content/uploads/2011/04/TheBibleHymnalCover.jpg
-112.814049	49.733383	"Lethbridge, Canada"	Church of God Fellowship	http://silenced.co/wp-content/uploads/2011/04/TheBibleHymnalCover.jpg
-120.829102	38.191586	"Valley Springs, CA"	"Church of God, Faithful Flock"	http://silenced.co/wp-content/uploads/2012/03/cogff.png
-86.20768805	32.36454179	"Montgomery, AL"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-94.15742337	36.06257963	"Fayettville, AR"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-94.39854349	35.38592723	"Fort Smith, AR"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-92.28959093	34.74648199	"Little Rock, AR"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-94.03768626	33.44179366	"Texarkana, AR"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-121.9473103	36.87819304	"Monterey Bay, CA"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-82.80010249	27.96585468	"Clearwater, FL"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-81.78868659	28.06530082	"Auburndale, FL"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-82.57481559	27.49893136	"Bradenton, FL"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-84.38798154	33.74899572	"Atlanta, GA"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-86.1580668	39.76840791	"Indianapolis, IN"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-92.34296175	42.49276834	"Waterloo, IA"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-97.3675121	37.70858397	"Wichita, KS"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-84.44716084	39.07506472	"Fort Thomas, KY"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-85.75845374	38.25266741	"Louisville, KY"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-83.43268063	38.18397513	"Morehead, KY"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-93.71891149	32.53274604	"Bossier City, LA"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-77.20136969	39.14344465	"Gaithersburg, MD"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-83.04575311	42.33143055	"Detroit, MI"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-94.50676836	38.94690219	"Kansas City, MO"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-93.29229708	37.20895735	"Springfield, MO"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-91.96987126	36.99228075	"Willow Springs, MO"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-74.00597037	40.71435576	"New York City, NY"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-81.34119365	35.73318834	"Hickory, NC"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-78.63860962	35.77209654	"Raleigh, NC"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-81.63623359	41.18894869	"Bath, OH"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-82.9987939	39.96117589	"Columbus, OH"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-84.39827609	39.51506023	"Middletown, OH"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-83.5552101	41.66394082	"Toledo, OH"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-97.05836337	36.11561036	"Stillwater, OK"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-78.39473387	40.5186847	"Altoona, PA"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-79.9958844	40.44062766	"Pittsburgh, PA"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-79.93091946	32.77656756	"Charleston, SC"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-88.81394439	35.61451786	"Jackson, TN"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-89.99245445	35.0635368	"Memphis, TN"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-86.92142773	36.07735829	"Nashville, TN"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-83.92073501	35.96064279	"Knoxville, TN"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-99.73231321	32.48884174	Abilene TX	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-96.96733868	32.83066844	"Irving, TX"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-95.49583527	29.72349043	"Houston, TX"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-95.33000178	32.30560135	"Tyler, TX"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-76.29827149	36.83542772	"Portsmouth, VA"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-111.8910471	40.76078203	"Salt Lake City, UT"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-80.47774322	43.43431573	"Kitchener, ON"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-123.9400606	49.16588763	"Nanaimo, BC"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-73.5539909	45.50867486	"Montreal, CA"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-79.38318145	43.65322879	"Toronto, ON"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
121.079681	14.609133	"Quezon City, Philippines"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-73.792809	40.714996	"Queens, NY"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
152.682236	-27.997343	"Boonah, Australia"	Church of God International	http://silenced.co/wp-content/uploads/2011/04/cgilogo.jpg
-118.1455	34.137585	"Pasadena, CA "	"Church of God, an International Community"	http://silenced.co/wp-content/uploads/2012/03/cogic.png
-84.536324	39.106636	"Cincinnati, OH"	"Church of God, Preparing for the Kingdom of God"	http://silenced.co/wp-content/uploads/2012/03/logo_lion_lamb-150x150.png
4.402882	51.219215	"Antwerp, Belgium"	"Church of God, Preparing for the Kingdom of God"	http://silenced.co/wp-content/uploads/2012/03/logo_lion_lamb-150x150.png
-4.173145	55.850098	"Glasgow, UK"	"Church of God, Preparing for the Kingdom of God"	http://silenced.co/wp-content/uploads/2012/03/logo_lion_lamb-150x150.png
-122.238892	40.563763	"Palo Cedro, CA"	"Church of God, In Training for the Kingdom"	http://silenced.co/wp-content/uploads/2012/03/3155047yb6bcWtd-150x150.png
-82.037048	34.739571	"Woodruff, SC"	Church of Covenant Blessings	http://silenced.co/wp-content/uploads/2012/03/3161150mKr6q3Zk-e1336054509885-150x148.gif
-81.563683	28.80777	"Sorrento, FL 32776"	"God's Church, Worldwide"	http://silenced.co/wp-content/uploads/2012/03/hwa11.png
-119.67688	49.607353	"Summerland, BC V0H"	"Church of God, a Christian Fellowship"	http://silenced.co/wp-content/uploads/2011/04/C_Pattern_Globe.jpg
-1.466139	52.915039	"Derby, England"	Global Church of God	http://silenced.co/wp-content/uploads/2011/04/C_Pattern_Globe.jpg
-117.074532	33.022141	"San Diego, CA"	Church of the Eternal God	http://silenced.co/wp-content/uploads/2011/04/C_Pattern_Globe.jpg
-99.732292	32.45203	"Abilene, TX 79604"	The House of Yahweh	http://silenced.co/wp-content/uploads/2012/03/hoy-150x150.png
-86.58609877	34.73037078	"AL, Huntsville"	Intercontinental Church of God	http://silenced.co/wp-content/uploads/2012/03/intcog.png
-92.26709388	34.76953606	"AR, North Little Rock"	Intercontinental Church of God	http://silenced.co/wp-content/uploads/2012/03/intcog.png
-110.9264789	32.22174319	"AZ, Tucson"	Intercontinental Church of God	http://silenced.co/wp-content/uploads/2012/03/intcog.png
-120.2601739	37.12299987	"CA, Chowchilla"	Intercontinental Church of God	http://silenced.co/wp-content/uploads/2012/03/intcog.png
-122.2808325	40.3857116	"CA, Cottonwood"	Intercontinental Church of God	http://silenced.co/wp-content/uploads/2012/03/intcog.png
-121.4943948	38.58157482	"CA, Sacramento"	Intercontinental Church of God	http://silenced.co/wp-content/uploads/2012/03/intcog.png
-82.45717288	27.95057621	"FL, Tampa"	Intercontinental Church of God	http://silenced.co/wp-content/uploads/2012/03/intcog.png
-84.38797753	33.74899754	"GA, Atlanta"	Intercontinental Church of God	http://silenced.co/wp-content/uploads/2012/03/intcog.png
-81.09983157	32.0835422	"GA, Savannah"	Intercontinental Church of God	http://silenced.co/wp-content/uploads/2012/03/intcog.png
-90.48343601	41.56085396	"IA, Bettendorf"	Intercontinental Church of God	http://silenced.co/wp-content/uploads/2012/03/intcog.png
-91.66562033	41.97788413	"IA, Cedar Rapids"	Intercontinental Church of God	http://silenced.co/wp-content/uploads/2012/03/intcog.png
-96.40030397	42.49999563	"IA, Sioux City"	Intercontinental Church of God	http://silenced.co/wp-content/uploads/2012/03/intcog.png
-116.1193298	47.53825763	"ID, Kellogg"	Intercontinental Church of God	http://silenced.co/wp-content/uploads/2012/03/intcog.png
-87.68318923	41.76034972	"IL, Chicago/Western Suburbs"	Intercontinental Church of God	http://silenced.co/wp-content/uploads/2012/03/intcog.png
-87.68769515	42.04507362	"IL, Evanston"	Intercontinental Church of God	http://silenced.co/wp-content/uploads/2012/03/intcog.png
-89.58898564	40.69365125	"IL, Peoria"	Intercontinental Church of God	http://silenced.co/wp-content/uploads/2012/03/intcog.png
-88.94561478	38.62699596	"IL, Salem"	Intercontinental Church of God	http://silenced.co/wp-content/uploads/2012/03/intcog.png
-89.65014322	39.78172497	"IL, Springfield"	Intercontinental Church of God	http://silenced.co/wp-content/uploads/2012/03/intcog.png
-88.89783849	37.41533042	"IL, Vienna"	Intercontinental Church of God	http://silenced.co/wp-content/uploads/2012/03/intcog.png
-86.62499649	39.23393685	"IN, Bloomington/Ellettsville"	Intercontinental Church of God	http://silenced.co/wp-content/uploads/2012/03/intcog.png
-85.92137867	39.2014404	"IN, Columbus"	Intercontinental Church of God	http://silenced.co/wp-content/uploads/2012/03/intcog.png
-87.57108794	37.9715639	"IN, Evansville"	Intercontinental Church of God	http://silenced.co/wp-content/uploads/2012/03/intcog.png
-85.13934751	41.07927694	"IN, Fort Wayne"	Intercontinental Church of God	http://silenced.co/wp-content/uploads/2012/03/intcog.png
-85.53719471	40.05727174	"IN, Middletown"	Intercontinental Church of God	http://silenced.co/wp-content/uploads/2012/03/intcog.png
-84.07694017	37.08722592	"KY, London/Corbin"	Intercontinental Church of God	http://silenced.co/wp-content/uploads/2012/03/intcog.png
-88.31475863	36.61033806	"KY, Murray"	Intercontinental Church of God	http://silenced.co/wp-content/uploads/2012/03/intcog.png
-87.11116569	37.77190988	"KY, Owensboro"	Intercontinental Church of God	http://silenced.co/wp-content/uploads/2012/03/intcog.png
-82.51876078	37.47926989	"KY, Pikeville"	Intercontinental Church of God	http://silenced.co/wp-content/uploads/2012/03/intcog.png
-90.07152858	29.95106759	"LA, New Orleans"	Intercontinental Church of God	http://silenced.co/wp-content/uploads/2012/03/intcog.png
-83.0457503	42.33143081	"MI, Detroit"	Intercontinental Church of God	http://silenced.co/wp-content/uploads/2012/03/intcog.png
-94.88027528	47.47361183	"MN, Bemidji"	Intercontinental Church of God	http://silenced.co/wp-content/uploads/2012/03/intcog.png
-93.16833199	47.3802781	"MN, Nashwauk"	Intercontinental Church of God	http://silenced.co/wp-content/uploads/2012/03/intcog.png
-90.62484539	37.76921724	"MO, Bismarck"	Intercontinental Church of God	http://silenced.co/wp-content/uploads/2012/03/intcog.png
